,Sol,HEMODIALYSIS CONCENTRATED III,1528
"25,000 u/5 ml",Inj,HEPARIN SODIUM,1978
"10,000 u/ml",Inj,HEPARIN SODIUM,625
"10,000 u/ml (10 ml)",Inj,HEPARIN SODIUM,13044
5000 u/ml,Inj,HEPARIN SODIUM,624
100 u/ml,Inj,HEPARIN SODIUM,99929
1250 u/5 ml,Inj (IM),HEPATITIS B IMMUNE GLOBULIN,627
200 u/ml,Inj (IM),HEPATITIS B IMMUNE GLOBULIN,1530
200 u/ml,Inj (IV),HEPATITIS B IMMUNE GLOBULIN,99977
250 u/ml,Inj (IM),HEPATITIS B IMMUNE GLOBULIN,628
250 u/ml,Inj (IV),HEPATITIS B IMMUNE GLOBULIN,99978
540 iu/3 ml,Inj (IM),HEPATITIS B IMMUNE GLOBULIN,7382
540 iu/3 ml,Inj (IV),HEPATITIS B IMMUNE GLOBULIN,99979
1000iu/5ml,Inj (IM),HEPATITIS B IMMUNE GLOBULIN,13930
1000iu/5ml,Inj (IV),HEPATITIS B IMMUNE GLOBULIN,99980
220iu/5ml,Inj,HEPATITIS B IMMUNE GLOBULIN,99981
2500iu/50ml,Inj,HEPATITIS B IMMUNE GLOBULIN,18065
180u,Inj,HEPATITIS B IMMUNE GLOBULIN,7386
,Cap,HERBILAXÂ,1741
,Tab,HESA-AÂ,9205
100 mg,Cap,HEXA METHYL MELAMINE,629
2%,Sterile Eye Drop,HOMATROPINE HBR,630
10 mg,Coated Tab,HYDRALAZINE HCL,631
25 mg,Coated Tab,HYDRALAZINE HCL,633
50 mg,Coated Tab,HYDRALAZINE HCL,634
20 mg,Inj,HYDRALAZINE HCL,632
,Bulk,HYDRO CHLORIC ACID,635
50 mg,Scored Tab,HYDRO CHLOROTHIAZIDE,636
100 mg/60 ml,Retention Enema,HYDRO CORTISONE,641
10 mg,Scored Tab,HYDRO CORTISONE,638
100 mg/8 ml,Inj,HYDRO CORTISONE (AS SODIUM SUCCINATE),637
1%,Ophth Oint,HYDRO CORTISONE ACETATE,639
1% (15 g),Top Cream,HYDRO CORTISONE ACETATE,2056
1% (15 g),Top Oint,HYDRO CORTISONE ACETATE,640
1 g,Bulk,HYDRO COTISONE ACETATE CREAM -T*,60300
1 g,Bulk,HYDRO COTISONE ACETATE POMMADE -T*,60310
,Bulk,HYDRO QUINONE,644
2% (30 g),Top Cream,HYDRO QUINONE,645
4%,Top Cream,HYDRO QUINONE,2006
2% (1 g),Bulk,HYDRO QUINONE CREAM -T*,60320
100 mg/2 ml,Inj,HYDRO CORTISONE SODIUM PHOSPHATE,99982
100 mg/2 ml,Inj,HYDRO CORTISONE SODIUM SUCCINATE,99983
,Bulk,HYDROGEN PEROXIDE,643
,Bulk,HYDROGEN PEROXIDE (12 VOL),60090
200 mg,Scored Coated Tab,HYDROXY CHLORO QUINE SULFATE,1825
250 mg,Cap,HYDROXY UREA,647
500 mg,Cap,HYDROXY UREA CARBAMID),16887
6% (500 ml),Inj,HYDROXYETHYL STARCH 130/0.4 IN 0.9% SODIUM CHLORIDE,6893
10 mg,Coated Tab,HYDROXYZINE HCL,651
25 mg,Coated Tab,HYDROXYZINE HCL,652
10 mg/5 ml,Syrup,HYDROXYZINE HCL,650
10 mg,Coated Tab,HYOSCINE .N. BUTYL BROMIDE,654
20 mg/ml,Inj,HYOSCINE .N. BUTYL BROMIDE,655
7.5 mg,Ped Supp,HYOSCINE .N. BUTYL BROMIDE,656
10 mg,Supp,HYOSCINE .N. BUTYL BROMIDE,653
,Oral Drop,HYPIRANÂ,1322
,Tab,HYPIRANÂ,6210
2%,Sterile Sol,HYPROMELLOSE,1536
200 mg,Coated Tab,IBUPROFEN,658
400 mg,Coated Tab,IBUPROFEN,659
100 mg/5 ml,Oral Susp,IBUPROFEN,657
,Bulk,ICHTHYOL (ICHTHAMMOL),60100
10%,Bulk,ICHTHYOL (ICHTHAMMOL),660
10 mg,Inj,IDARUBICN HCL,1538
5 mg,Inj,IDARUBICN HCL,1537
0.10%,Sterile Eye Drop,IDOXURIDINE,661
2 g,Inj,IFOSFAMIDE,2138
1 g,Inj,IFOSFAMIDE,662
,Inj,IGM-ENRICHED HUMAN (IMMUNE GLOBULIN),1539
50 mg,Cap,IMATINIB,2288
100 mg,Tab,IMATINIB,4840
100 mg,Cap,IMATINIB,2289
200 U,Vial,IMIGLUCERASE,2080
400 U,Vial,IMIGLUCERASE,13536
800mg,Vial,IMIGLUCERASE,99930
500 mg - 500 mg,Vial,IMIPENEM + CILASTATIN,1876
250 mg - 250 mg,Vial,IMIPENEM + CILASTATIN,2435
750mg - 750 mg,Vial,IMIPENEM + CILASTATIN,2436
10 mg,Coated Tab,IMIPRAMINE HCL,664
25 mg,Coated Tab,IMIPRAMINE HCL,665
50 mg,Coated Tab,IMIPRAMINE HCL,666
25 mg/2 ml,Inj,IMIPRAMINE HCL,663
16.50% (2 ml),Inj (IM),IMMUNE GLOBULIN,579
2.5 mg,Inj (IM),IMMUNE GLOBULIN,580
5 mg,Inj (IM),IMMUNE GLOBULIN,1789
1 g,Inj (IV),IMMUNE GLOBULIN,919
3 g,Inj (IV),IMMUNE GLOBULIN,920
6 g,Inj (IV),IMMUNE GLOBULIN,879
10 g,Inj (IV),IMMUNE GLOBULIN,1763
2.5 g,Inj (IV),IMMUNE GLOBULIN,918
2.5 g/50ml,Vial,IMMUNE GLOBULIN,5843
5 g,Inj (IV),IMMUNE GLOBULIN,878
5 g/100ml,Vial,IMMUNE GLOBULIN,5842
12 g,Vial,IMMUNE GLOBULIN,11694
25 mg,Cap,INDOMETHACIN,669
100 mg,Supp,INDOMETHACIN,668
50 mg,Supp,INDOMETHACIN,670
75 mg,Tab,INDOMETHACIN SR,671
80 mg,Tab,INDOMETHACIN SR,2139
 100 mg,Inj,INFILIXIMAB,5831
100 iu/ml,Inj,INSULIN (REGULAR) BEEF,677
100 iu/ml,Inj,INSULIN (REGULAR) HUMAN,674
100 iu/ml,Inj,INSULIN BIPHASIC ISOPHANE,1544
100 iu/ml,Inj,INSULIN ISOPHANE (NPH) BEEF,676
100 iu/ml,Inj,INSULIN ISOPHANE (NPH) Human,673
100 iu/ml,Inj,INSULIN ZINC BEEF,678
100 iu/ml,Inj,INSULIN ZINC HUMAN,675
100 iu/ml,Inj,INSULIN ZINC MC,679
100 IU / ML 3 ml,Inj,INSULIN ASPART ( RAPID ),20306
100 IU / ML 3 ml,Inj,INSULIN ASPART (MIX ),6695
1000U / 10 ml,vial,INSULIN GLARGIN (LANTUS),9599
300 in / 3 ml,Prefilled Pen,INSULIN GLARGIN (LANTUS SOLOSTAR),12597
4.5 miu,Inj,INTERFERON ALFA - 2A,681
3 miu,Inj,INTERFERON ALFA - 2A,680
4.5 miu,Inj,INTERFERON ALFA - 2B,1546
3 miu,Inj,INTERFERON ALFA - 2B,1545
5 miu,Inj,INTERFERON ALFA - 2B,682
44MCG/0.5ML,Inj,INTERFERON BETA - 1A (ACTORIF),16753
30MCG,Vial,INTERFERON BETA - 1A (ACTOVEX),16754
6 miu (30 mcg),Inj,INTERFERON BETA - 1A (AVONEX),683
30MCG,Vial,INTERFERON BETA - 1A (CINOVEX),2667
3 MEGA U,Inj,INTERFERON BETA,99984
12 miu 44 mcg/0.5ml,Inj,INTERFERON BETA - 1A (REBIF),684
44MCG/0.5ML,Inj,INTERFERON BETA - 1A (RECIGEN),2666
8MIU,Vial,INTERFERON BETA - 1B (ACTOFERON),2668
8MIU,Vial,INTERFERON BETA - 1B (BETAFERON),685
8MIU,Vial,INTERFERON BETA - 1B (EXTAVIA),16770
9.6miu,Inj,INTERFERON BETA - 1B (ZIFERON),12560
100 mcg,Inj,INTERFERON GAMMA,686
,Bulk,IODINE,695
320 mg/ml (20 ml),Inj,IODIXANOL,2142
320 mg/ml (50 ml),Inj,IODIXANOL,2517
320 mg/ml (100 ml),Inj,IODIXANOL,9399
270 mg/ml (20 ml),Inj,IODIXANOL,2141
270 mg/ml (50 ml),Inj,IODIXANOL,4757
270 mg/ml (100 ml),Vial,IODIXANOL,16242
150 mg/ml (10 ml),Vial,IODIXANOL,99985
150 mg/ml (20 ml),Vial,IODIXANOL,99986
150 mg/ml (50 ml),Vial,IODIXANOL,99987
210 mg,Tab,IODOQUINOL (DI IODO HYDROXY QUINOLINE),416
240 mg/ml (10 ml) _____,Inj,IOHEXOL,697
240 mg/ml (20 ml) _____,Inj,IOHEXOL,698
240 mg/ml (50 ml),Inj,IOHEXOL,699
240 mg/ml (200 ml),Inj,IOHEXOL,2058
300 mg/ml (10 ml),Inj,IOHEXOL,700
300 mg/ml (20 ml),Inj,IOHEXOL,701
300 mg/ml (50 ml),Inj,IOHEXOL,2059
300 mg/ml (100 ml),Inj,IOHEXOL,2060
300 mg/ml (200 ml),Inj,IOHEXOL,2061
350 mg/ml (200 ml),Inj,IOHEXOL,2064
350 mg/ml (100 ml),Inj,IOHEXOL,2063
240 mg/ml (100 ml),Inj,IOHEXOL,1950
350 mg/ml (20 ml) _____,Inj,IOHEXOL,1550
350 mg/ml (50 ml),Inj,IOHEXOL,2062
300 mg/ml (50 ml),Vial,IOPAMIDOL,9939
370 mg/ml (50 ml),Vial,IOPAMIDOL,9940
300 mg/ml (100 ml),Vial,IOPAMIDOL,9941
370mg/ml (100 ml),Vial,IOPAMIDOL,9942
300 mg/ml (20 ml),Vial,IOPAMIDOL,13416
500 mg,Tab,IOPANOIC ACID,702
300 mg/ml (10 ml),Inj,IOPROMIDE,2143
300 mg/ml (20 ml),Inj,IOPROMIDE,703
300 mg/ml (50 ml),Inj,IOPROMIDE,704
300 mg/ml (100 ml),Inj,IOPROMIDE,16496
240 mg/ml (20 ml),Inj,IOPROMIDE,2145
240 mg/ml (50 ml),Inj,IOPROMIDE,2144
370 mg/ml (50 ml),Inj,IOPROMIDE,2146
370 mg/ml (100 ml),Inj,IOPROMIDE,2147
50 mg/ml (100 ml),Inj,IOTROXATE MEGLUMINE,1551
0.14% Total Alkaloids (30ml),Syrup,IPECAC,706
20 mcg/dose (dose 300),Inhaler,IPRATROPIUM BROMIDE,708
40 mcg/dose,Inhaler,IPRATROPIUM BROMIDE,1555
,Sol For Nebulisation,IPRATROPIUM BROMIDE,709
20 mcg/2ml,Sol nebulizer,IPRATROPIUM BROMIDE,99988
20 mg/ml (40 mg) (2 ml),Infu,IRINOTECAN (CAMPTO),2089
20 mg/ml (100 mg) (5 ml),Amp,IRINOTECAN (CAMPTO),2088
300mg/15ml,Infu,IRINOTECAN (CAMPTO),18556
20 mg/ml (40 mg) (2 ml),Amp,IRINOTECAN (CAMPTO),1900
20 mg/ml (100 mg) (5 ml),Infu,IRINOTECAN (CAMPTO),2090
20 mgFe/ml (5 ml),Inj (IV/IM),IRON (AS SUCROSE) (VENOFER),4003
,Amp,IRON POLYMALTOSE,1556
,Amp,IRON SORBITOL,710
100 ml,Sol For Inhalation,ISOFLURANE,1943
100 mg,Double Scored Tab,ISONIAZID,712
300 mg,Double Scored Tab,ISONIAZID,713
500 mg/5 ml,Inj,ISONIAZID,714
,Scored Tab,ISONIAZID - PR,2065
,Bulk,ISOPROPYL ALCOHOL,715
0.2 mg/ml,Inj,ISOPROTERENOL HCL,1558
1 mg/ml,Inj,ISOPROTERENOL HCL,716
5 mg,SL Tab,ISOSORBIDE DINITRATE,719
10 mg,Tab,ISOSORBIDE DINITRATE,717
40 mg,Tab,ISOSORBIDE DINITRATE SR,718
60 mg,Tab,ISOSORBIDE MONONITRATE SR,1560
20 mg,Cap,ISOTRETINOIN,720
10 mg,Cap,ISOTRETINOIN,12056
10 mg,Tab,ISOXSUPRINE HCL,721
100 mg,Cap,ITRACONAZOLE,722
,Bulk,JULLY SOLUTION,60520
50 mg/ml (10 ml),Inj,KETAMINE (AS HCL),723
,Bulk,KETOCONAZOLE,724
200 mg,Scored Tab,KETOCONAZOLE,726
2%,Top Cream,KETOCONAZOLE,725
0.03%,"Drop,Sol",KETOTIFEN,5975
1 mg/5 ml,Syrup,KETOTIFEN (AS FUMARATE),728
1 mg,Tab,KETOTIFEN (AS FUMARATE),727
600%,Bulk,LACTIC ACID,729
,Bulk,LACTOSE,730
10 g/Sachet,Powder For Syrup,LACTULOSE,1565
10 g/15 ml,Syrup,LACTULOSE,731
100 mg,Tab FC,LAMIVUDINE,1815
150 mg,Tab FC,LAMIVUDINE,1819
10 mg/ml,Oral Sol,LAMIVUDINE,2066
100 mg,Scored Tab,LAMOTRIGINE,732
50 mg,Scored Tab,LAMOTRIGINE,733
10 mg/ml,Sol,LAMOTRIGINE,2150
25 mg,Tab,LAMOTRIGINE,1991
,Bulk,LANOLIN (WOOL FAT),734
100IU/ML 5ML VIAL,Inj,LARONIDAS,6353
10000U,Vial,L-ASPARGINASE,11585
50 mcg/ml,Drop,LATANOPROST (XALATAN),1901
2.5 mg,Tab,LETROZOLE (FEMARA),1922
,Vagnal Cream,LEUCOREXÂ,5496
30 mg,Inj,LEUCOVORIN (AS CALCIUM),2382
25 mg/5 ml,Inj,LEUCOVORIN (AS CALCIUM),1567
3 mg/ml,Inj,LEUCOVORIN (AS CALCIUM),737
15 mg,Tab,LEUCOVORIN (AS CALCIUM),738
25 mg,Tab,LEUCOVORIN (AS CALCIUM),739
5 mg,Tab,LEUCOVORIN (AS CALCIUM),740
10 mg/ml (3 ml),Inj,LEUCOVORIN (AS CALCIUM),736
3.75MG,Vial,LEUPRORELIN ACETATE,1570
2.8 MG,Vial,LEUPRORELIN ACETATE,18098
3.75MG,SYRINGE,LEUPRORELIN ACETATE,18438
7.5MG,INJ,LEUPRORELIN ACETATE,17435
50 mg,Scored Tab,LEVAMISOLE (AS HCL),741
40 mg/5 ml,Syrup,LEVAMISOLE (AS HCL),742
500 mg,Tab,LEVODOPA,749
62.5 mg,Scored Tab,LEVODOPA - B,1571
125 mg,Scored Tab,LEVODOPA - B,745
250 mg,Scored Tab,LEVODOPA - B FORTE,746
100/10 mg,Scored Tab,LEVODOPA - C,747
125,Tab,LEVODOPA - C,2383
275,Tab,LEVODOPA - C,6733
250 mg,Scored Tab,LEVODOPA - C FORTE,748
0.1 mg,Tab,LEVOTHYROXINE SODIUM,751
50 mcg,Scored Tab,LEVOTHYROXINE SODIUM,2067
,Top Oint,LIDOCAINE - H,762
4% (50 ml),Infu,LIDOCAINE HCL,2384
2% (25 g),Gel,LIDOCAINE HCL,756
1% (50 ml),Inj,LIDOCAINE HCL,755
2% (50 ml),Inj,LIDOCAINE HCL,757
1% (5 ml),Inj,LIDOCAINE HCL,1573
2% (5 ml),Inj,LIDOCAINE HCL,753
2%,Viscous Sol,LIDOCAINE HCL,758
20% (10 ml),Vial,LIDOCAINE HCL,759
5% + Dextrose7. 5%,Inj,LIDOCAINE HCL + DEXTROSE,754
,Top Oint,LIDOCAINE - P,2068
1 g,Bulk,LIDOCAINE GEL -T*,60330
2% (20 ml),Inj,LIDOCAINE HCL,99989
1%,Lotion,LINDANE,577
1%,Shampoo,LINDANE,578
25 mcg,Scored Tab,LIOTHYRONINE SODIUM,763
10%,Infu,LIPID INFUSION,1165
20%,Infu,LIPID INFUSION,2149
300 mg,Tab,LITHIUM CARBONATE,767
400 mg,Tab,LITHIUM CARBONATE SR,768
40 mg,Cap,LOMUSTINE,769
2 mg,Tab,LOPERAMIDE HCL,1848
2 mg,Cap,LOPERAMIDE HCL,2151
1 mg/5 ml,Sol,LOPERAMIDE HCL,6275
10 mg,Scored Tab,LORATADINE,1574
5 mg/5 ml,Syrup,LORATADINE,2011
2 mg/ml,Inj,LORAZEPAM,1575
1 mg,Scored Tab,LORAZEPAM,771
2 mg,Scored Tab,LORAZEPAM,772
4 mg/ml,Inj,LORAZEPAM,770
50 mg,Tab,LOSARTAN POTASSIUM,1933
25 mg,FC Tab,LOSARTAN POTASSIUM,1822
100/25 mg,Tab,LOSARTAN + HYDROCHLORTHIAZIDE,14233
50/12.5 mg,Tab,LOSARTAN + HYDROCHLORTHIAZIDE,8256
20 mg,Tab,LOVASTATIN,773
,Bulk,LUGOL'S SOLUTION,60510
75IU,VIAL,LUTROPIN ALFA,10786
400 mg,Tab,MAGNESIUM (AS OXIDE),2152
,Bulk,MAGNESIUM CITRATE SOLUTION,60470
8% (120 ml),Susp,MAGNESIUM HYDROXIDE,2069
8% (240 ml),Susp,MAGNESIUM HYDROXIDE,777
10%,Inj,MAGNESIUM SULFATE 7H20,778
10% 10 ml,Inj,MAGNESIUM SULFATE,8272
20%,Inj,MAGNESIUM SULFATE 7H20,779
20% 10 ml,Inj,MAGNESIUM SULFATE,8269
50% (10 ml),Inj,MAGNESIUM SULFATE 7H20,780
50% 10ml,Inj,MAGNESIUM SULFATE,3823
10%,Infu,MANNITOL,781
20%,Infu,MANNITOL,782
25 mg,Scored Coated Tab,MAPROTILINE HCL,783
75 mg,Scored Coated Tab,MAPROTILINE HCL,784
200 iu/ml,Inj,MEASLES IMMUNE GLOBULIN,1579
100 mg,Chewable Tab,MEBENDAZOLE,786
200 mg,Cap Extended Release,MEBEVERINE,9532
135 mg,SC Tab,MEBEVERINE HCL.,787
150 mg/ml,Inj,MEDROXY PROGESTERONE ACETATE,791
500 mg/5 ml,Inj,MEDROXY PROGESTERONE ACETATE,790
5 mg,Tab,MEDROXY PROGESTERONE ACETATE,792
250 mg,Tab,MEDROXY PROGESTERONE ACETATE,789
250 mg,Cap,MEFENAMIC ACID,794
250 mg,FC Tab,MEFENAMIC ACID,99931
15 mg,Tab,MEGESTROL ACETATE,1581
20 mg,Tab,MEGESTROL ACETATE,1582
40 mg,Tab,MEGESTROL ACETATE (GESTIRAN),800
1.5 g/5 ml,Inj,MEGLUMINE ANTIMONATE,797
60% (20 ml),Inj,MEGLUMINE COMPOUND,802
76% (100 ml),Inj,MEGLUMINE COMPOUND,798
76% (20 ml),Inj,MEGLUMINE COMPOUND,799
76%,Oral Sol,MEGLUMINE COMPOUND,801
377 mg/ml (10 ml),Vial,MEGLUMINE GADOTERATE,4538
377 mg/ml (15 ml),Vial,MEGLUMINE GADOTERATE,4025
,Inj,MELPHALAN,2153
2 mg,Tab,MELPHALAN,803
,Cap,MEMORALÂ,10792
75IU FSH + 75IU LH,AMP,MENOTROPIN,804
,Bulk,MENTHOL,806
,Top Oint,MENTHOL SALICYLATE,807
2% (20 ml),Inj,MEPIVACAINE HCL,1585
3% (1.7 ml),Inj,MEPIVACAINE HYDROCHLORIDE,99932
3% (1.8 ml),Inj,MEPIVACAINE HYDROCHLORIDE,99933
50 mg,Tab,MERCAPTOPURINE,811
1 g,Vial,MEROPENEM,5629
500 mg,Vial,MEROPENEM,3283
250 mg,EC Tab,MESALAZINE,1728
500 mg,EC Tab,MESALAZINE,813
1000 mg,Suppository Extended Release,MESALAZINE,11655
400 mg,Tab Delayed Release,MESALAZINE,812
500 mg,Supp,MESALAZINE,2246
800 mg,Tab Delayed Release,MESALAZINE,9916
4 g,Enema,MESALAZINE,785
400 mg/4 ml,Inj,MESNA,814
,Bulk,META BISULFITE SODIUM,60790
20 mg,Scored Tab,META PROTERENOL SULFATE,816
0.5 mg/ml,Inj,META PROTERENOL SULFATE,815
500 mg,FC Tab,METFORMIN HCL,817
1000 mg,Tab,METFORMIN HCL,10915
500 mg/2.5 mg,Tab,METFORMIN / GLIBENCLAMIDE,17106
500 mg/5 mg,Tab,METFORMIN / GLIBENCLAMIDE,17197
10 mg/ml,Inj,METHADONE HCL,1586
5 mg/ml,Inj,METHADONE HCL,819
5 mg,Tab,METHADONE HCL,818
5 mg,Tab,METHIMAZOLE,821
1000 mg/10 ml,Inj,METHOCARBAMOLE,822
500 mg,Tab,METHOCARBAMOLE,823
1 g,Inj (with Preservative),METHOTREXATE (AS SODIUM),2157
50 mg,Inj (with Preservative),METHOTREXATE (AS SODIUM),825
100 mg/ml,Inj (with Preservative),METHOTREXATE (AS SODIUM),2387
100 mg/ml,Inj (without Preservative),METHOTREXATE (AS SODIUM),2386
25 mg/ml,Inj (with Preservative),METHOTREXATE (AS SODIUM),1587
5 mg,Tab,METHOTREXATE (AS SODIUM),10018
1 g,Inj (without Preservative),METHOTREXATE (AS SODIUM),826
5 mg,Inj (with Preservative),METHOTREXATE (AS SODIUM),9431
5 mg,Inj (without Preservative),METHOTREXATE (AS SODIUM),828
50 mg,Inj (without Preservative),METHOTREXATE (AS SODIUM),2161
25 mg/ml (2 ml),Inj (without Preservative),METHOTREXATE (AS SODIUM),2158
2.5 mg,Tab,METHOTREXATE (AS SODIUM),824
2.5 mg/ml,Inj,METHOTREXATE (AS SODIUM),2160
5 mg/ 2ml,Inj,METHOTREXATE (AS SODIUM),9431
1 g/40 ml,Inj,METHOTREXATE (AS SODIUM),17606
10 mg,Tab,METHOXSALEN,830
1% (24 ml),Top Sol,METHOXSALEN,829
,Bulk,METHOXSALEN (POWDER),1331
1 ml,Bulk,METHOXSALEN SOLUTION -T*,60340
30%,Top Oint,METHYL SALICYLATE,831
,Granules,METHYL CELLULOSE,1588
250 mg,Scored FC Tab,METHYL DOPA,832
0.2 mg/ml,Inj,METHYL ERGONOVINE MALEATE,834
0.125 mg,SC Tab,METHYL ERGONOVINE MALEATE,833
10 mg,Tab,METHYL PHENIDATE HCL,1328
20 mg,Tab Extended Release,METHYL PHENIDATE HCL,7991
250 mg,Vial,METHYL PREDNISOLONE,99934
1000 mg,Vial,METHYL PREDNISOLONE,99935
500 mg,Inj,METHYL PREDNISOLONE (AS SODIUM SUCCINATE),836
40 mg/ml,Inj,METHYL PREDNISOLONE ACETATE,835
25 mg,Scored Tab,METHYL TESTOSTERONE,838
100 mg/10 ml,Inj,METHYLENE BLUE,1589
10 mg/2 ml,Inj,METOCLOPRAMIDE (AS HCL OR 2HCL),839
4 mg/ml (15 ml),Oral Drop,METOCLOPRAMIDE HCL,840
10 mg,Tab,METOCLOPRAMIDE HCL,841
50 mg,Tab,METOPROLOL TARTRARE,2319
5 mg/5 ml,Inj,METOPROLOL TARTRARE,2073
190 mg,Tab Extended Release,METOPROLOL SUCCINATE,99936
23.75 mg,Tab Extended Release,METOPROLOL SUCCINATE,99937
47.5 mg,Tab Extended Release,METOPROLOL SUCCINATE,99938
95 mg,Tab Extended Release,METOPROLOL SUCCINATE,99939
100 mg,Tab,METOPROLOL TARTRATE,2036
500 mg/100 ml,Vial,METRONIDAZOLE,843
0.75%,Top Gel,METRONIDAZOLE,1590
500 mg,Ovule,METRONIDAZOLE,2162
250 mg,Tab,METRONIDAZOLE,845
500 mg,Vag Tab,METRONIDAZOLE,846
125 mg/5 ml,Oral Susp,METRONIDAZOLE (AS BENZOATE),844
250 mg,Scored Tab,METYRAPONE,847
100 mg,Cap,MEXILETIN,848
200 mg,Cap,MEXILETIN,849
2%,Top Cream,MICONAZOLE NITRATE,851
2%,Vag Cream,MICONAZOLE NITRATE,850
1 mg/ml (5 ml),Inj,MIDAZOLAM,99940
5 mg/ml (2 ml),Inj,MIDAZOLAM,99941
5 mg/ml,Inj,MIDAZOLAM (AS HCL),852
15 mg/3 ml,Inj,MIDAZOLAM (AS HCL),1591
100mg,Cap,MIGLUSTAT,12109
10 mg/10 ml,Inj,MILRINONE,1877
1 mg/ml (20 ml),Inj,MILRINONE,99942
,Bulk,MINERAL OIL (PARAFFIN LIQUID),853
10 mg,Tab,MINOXIDIL,855
10 mg,Inj,MITOMYCIN,2163
5 mg,Inj,MITOMYCIN,2164
2 mg,Inj,MITOMYCIN,857
500 mg,Tab,MITOTANE,858
2 mg/ml (20 mg/10 ml),Inj,MITOXANTRONE (AS HCL),859
150 mg,Scored FC Tab,MOCLOBEMIDE,1595
,Cap,MOLAYEN HEMOROIDÂ,19549
0.15 mg,Inj,MOLGRAMOSTIM (GMCSF),862
0.4 mg,Inj,MOLGRAMOSTIM (GMCSF),861
,Bulk,MONO-DI-TRI-CHLORO ACETIC ACID,863
10 mg/ml,Inj,MORPHINE SULFATE,1600
10 mg,Tab,MORPHINE SULFATE,1599
,Oral Drop,MULTI VITAMIN,871
,Oral Drop,MULTI VITAMIN PLUS IRON,873
2% (15 g),Top Oint,MUPIROCIN,875
2%,Nasal Oint,MUPIROCIN,2075
1 g,Bulk,MUPIROCIN POMAD-T*,60480
,Sachet,MUSILIUMÂ,1970
10 mg,Inj,MUSTINE HCL NITROGEN MUSTARD,876
,Sachet,MUSYLIUM BENANAÂ,3541
,Sachet,MUSYLIUM ORANGEÂ,3540
,Sachet,MUSYLIUM STRAWBERRYÂ,3539
,Sachet,MUSYLIUM SUGAR FREEÂ,18129
,Vag Cream,MYCOCINÂ,10346
500 mg,Tab,MYCOPHENOLATE MOFETI,1753
250 mg,Tab,MYCOPHENOLATE MOFETIL,1752
250 mg,Cap,MYCOPHENOLATE MOFETIL,1755
180 mg,Tab Delayed Release,MYCOPHENOLIC ACID,99943
360 mg,Tab Delayed Release,MYCOPHENOLIC ACID,1607
1 g,Inj,NAFCILLIN SODIUM,1866
500 mg,Inj,NAFCILLIN SODIUM,880
60 mg/ml (120 ml),Susp,NALIDIXIC ACID,882
500 mg,Tab,NALIDIXIC ACID,881
0.4 mg/ml,Inj,NALOXONE,1341
25 mg/ml,Inj,NANDROLONE DECANOATE,884
25 mg/ml,Inj,NANDROLONE PHENPROPIONATE,885
,Sterile Eye Drop,NAPHAZOLINE ANTAZOLINE,888
0.05%,Nasal Drop,NAPHAZOLINE HCL OR NITRATE,886
0.10%,Sterile Eye Drop,NAPHAZOLINE HCL OR NITRATE,887
500 mg,EC Tab,NAPROXEN,1606
250 mg,Tab,NAPROXEN,889
20 mg/ ml,Amp,NATALIZUMAMB,12534
300 mg/ ml,Amp,NATALIZUMAMB,11759
5% 150 ml,Oph Drop,NATAMYCIN,890
5%,Powder For Suspension,NELFINAVIR,5648
625 mg,Tab,NELFINAVIR,99944
250 mg,Tab,NELFINAVIR (AS MESYLATE),1835
125 mg/5 ml,Oral Sol,NEOMYCIN SULFATE,891
500 mg,Tab,NEOMYCIN SULFATE,892
15 mg,Tab,NEOSTIGMINE BROMIDE,1817
0.5 mg/ml,Inj,NEOSTIGMINE METHYLSULFATE,893
2.5 mg/ml (1 ml),Inj,NEOSTIGMINE METHYLSULFATE,895
2.5 mg/ml (5 ml),Inj,NEOSTIGMINE METHYLSULFATE,894
500 mg,Tab,NIACINAMIDE,896
500 mg,Chewable Tab,NICLOSAMIDE,897
100 mg,Double Scored Tab,NICOTINIC ACID,898
500 mg,Double Scored Tab,NICOTINIC ACID,900
25 mg,Tab,NICOTINIC ACID,899
10 mg,Cap,NIFEDIPINE,902
10 mg,FC Tab,NIFEDIPINE,903
,Pearl,NIFEDIPINE,99945
30 mg,Cap,NIFEDIPINE,1994
20 mg,Cap Extended Release,NIFEDIPINE,7772
20 mg,Tab Extended Release,NIFEDIPINE,1979
30 mg,Tab,NIFEDIPINE SR,2167
200mg,Cap,NILOTINIB,12274
10 mg/50 ml,Infu,NIMODIPINE,904
30 mg,Tab,NIMODIPINE,905
10mg,Cap,NITISINONE,6340
2mg,Cap,NITISINONE,6343
5mg,Cap,NITISINONE,6346
100 mg,Scored Tab,NITROFURANTOIN,907
25 mg/5 ml,Susp,NITROFURANTOIN,908
1 g,Bulk,NITROFURASONE CREAM -T*,60350
0.2% (30 g),Top Cream,NITROFURAZONE,909
1 mg/ml (2 ml),Inj,NITROGLYCERIN,2168
1 mg/ml (5 ml),Inj,NITROGLYCERIN,1812
1 mg/ml (10 ml),Inj,NITROGLYCERIN,2169
5 mg/ml (1 ml),Inj,NITROGLYCERIN,2390
5 mg/ml (2 ml),Inj,NITROGLYCERIN,914
2%,Oint,NITROGLYCERIN,910
10 mg/24 hr,Plaster,NITROGLYCERIN,1616
5 mg/24 hr,Plaster,NITROGLYCERIN,1873
0.4 mg,Sl Cap,NITROGLYCERIN,1727
